distance_km,time_of_day,traffic_level,weather_condition,traffic_blocks,holiday,event_nearby,ride_demand_level,fare
7.3485791889093255,5,1,Rainy,0,0,0,2,160.0
3.4287974675553845,21,3,Clear,3,0,0,4,80.0
7.588579807005164,6,3,Clear,2,0,0,1,190.0
6.777600801622721,12,4,Clear,4,0,0,5,170.0
10.142654522835528,15,3,Foggy,0,0,0,3,270.0
2.3931281052588793,17,2,Clear,3,0,0,3,90.0
8.023289895953711,13,1,Rainy,0,0,0,5,150.0
4.1346755730134035,16,3,Foggy,2,0,0,5,130.0
1.837329041382793,0,1,Clear,0,0,0,2,60.0
5.862804559254398,15,3,Clear,2,0,0,5,120.0
3.298391938581627,15,4,Clear,3,0,0,1,110.0
9.282421673341533,16,1,Clear,2,0,0,5,140.0
3.521798797093505,6,1,Clear,4,0,0,4,100.0
2.3818413248633603,2,4,Foggy,2,0,0,3,130.0
9.187130346369731,21,4,Clear,0,1,0,5,220.0
3.4798154577613265,18,4,Rainy,1,0,0,5,150.0
5.332156873157017,23,5,Rainy,0,0,0,3,180.0
3.7018519696564027,15,1,Clear,4,0,0,4,80.0
13.949008908049976,17,1,Clear,0,0,0,1,260.0
5.653744933553767,22,2,Clear,0,0,0,1,100.0
3.751578504526623,6,1,Foggy,1,0,0,2,110.0
6.811376860220376,22,4,Clear,1,0,0,2,170.0
4.74446373458196,2,5,Clear,4,0,0,4,170.0
4.283456630086328,16,1,Rainy,0,0,0,3,100.0
7.732690456387261,19,3,Rainy,2,0,0,4,220.0
3.1561526787047702,18,2,Clear,4,0,0,3,100.0
3.5213296935886285,8,2,Rainy,2,0,0,4,120.0
3.172794839037077,13,5,Foggy,4,0,0,4,130.0
11.97715427787103,20,2,Clear,4,1,0,2,320.0
4.214025815826736,23,3,Clear,1,0,1,2,180.0
5.305073936029539,19,5,Clear,1,0,0,2,150.0
13.733555070385783,21,4,Rainy,0,0,0,4,320.0
4.708449205760033,10,3,Clear,1,0,0,3,90.0
10.49421324750624,0,4,Clear,2,0,0,1,250.0
5.354864011593902,9,4,Clear,2,0,0,1,170.0
4.187869082074082,8,1,Foggy,3,0,0,3,140.0
4.203157881418591,23,3,Rainy,0,0,0,2,120.0
14.049219372698,17,4,Rainy,3,0,0,5,490.0
3.550176568086852,0,5,Clear,3,0,0,2,140.0
2.860529251801792,11,2,Rainy,4,0,0,5,100.0
1.9797347219403314,4,1,Clear,0,0,0,4,70.0
4.723227617557055,11,5,Rainy,3,0,0,2,170.0
8.471827168689172,18,2,Clear,4,1,0,4,240.0
4.987620972851452,22,4,Clear,4,0,0,1,160.0
3.7664451550686553,9,1,Clear,1,0,0,1,90.0
3.5267219339738203,12,4,Clear,0,0,0,2,80.0
4.697599884952028,2,1,Rainy,2,0,0,2,130.0
8.944411990621589,23,3,Clear,1,0,0,3,180.0
17.04511010655436,18,4,Rainy,4,0,0,5,540.0
4.782098325696939,4,4,Clear,3,0,0,2,150.0
2.8089489414793474,19,2,Clear,0,0,0,2,90.0
2.425397138467598,16,4,Clear,3,0,0,1,90.0
1.0727085333331436,20,4,Rainy,3,0,0,4,80.0
2.4030351465712374,9,3,Foggy,0,0,0,1,110.0
3.345808805612201,19,4,Clear,3,0,0,4,140.0
4.10059399958215,16,5,Rainy,3,0,0,5,170.0
9.05627436110727,17,2,Foggy,1,0,0,5,250.0
2.5465821906532655,7,2,Clear,1,0,0,1,100.0
6.078920100726776,15,3,Foggy,1,0,0,5,150.0
16.487358072029245,23,4,Foggy,2,0,0,5,590.0
4.705594707465602,14,4,Snowy,2,0,0,3,180.0
5.789017310317492,1,3,Clear,2,0,0,1,130.0
5.925987137769659,0,2,Clear,1,0,0,1,120.0
2.613177306539328,21,1,Rainy,1,0,0,4,80.0
5.710346538213803,2,1,Clear,4,0,0,2,130.0
5.197541834775698,21,2,Rainy,2,0,0,4,130.0
7.546614387307185,9,1,Rainy,4,0,0,4,190.0
2.7884530190364414,13,1,Clear,2,0,0,3,70.0
7.1595373318985125,10,2,Rainy,0,0,0,3,170.0
3.298125992453762,16,1,Clear,4,0,0,1,70.0
9.016503834120995,0,3,Clear,0,0,0,4,190.0
5.283258032274425,14,5,Clear,1,0,0,2,140.0
1.7633878416605167,16,1,Clear,0,0,0,4,60.0
2.940054226509717,5,5,Clear,3,0,0,4,110.0
1.3608259580249817,10,5,Foggy,3,0,0,2,100.0
4.251165031036633,21,4,Clear,3,1,0,5,160.0
4.500011316945531,0,3,Foggy,0,0,0,4,150.0
6.330657767949682,20,1,Clear,1,0,0,2,110.0
4.089900499859268,9,1,Snowy,3,0,0,5,140.0
10.870266227875424,5,5,Rainy,2,0,0,2,340.0
10.050134712729761,22,4,Clear,0,0,0,3,210.0
4.239965471542942,8,4,Clear,2,0,0,3,150.0
2.449432102437034,3,2,Clear,4,0,0,2,100.0
7.161122484166562,19,1,Clear,3,0,0,2,160.0
3.3946220498711006,3,4,Rainy,1,0,0,4,120.0
7.491156957992387,9,5,Rainy,1,0,0,3,250.0
2.5429069726736904,2,2,Clear,4,0,0,4,80.0
1.7561491646421108,20,4,Clear,2,0,0,3,70.0
2.150950857785198,3,3,Snowy,2,0,0,5,120.0
6.2612816360998815,16,3,Clear,4,0,0,2,160.0
5.999639928244906,17,5,Clear,0,0,0,2,200.0
12.889377551406984,5,1,Clear,2,0,0,5,220.0
2.598223970262987,17,1,Foggy,2,0,0,4,100.0
4.610295735977711,5,3,Rainy,4,0,0,4,160.0
2.4900568239297014,1,1,Snowy,3,0,0,5,130.0
3.167258687275963,15,4,Clear,0,0,0,5,80.0
4.516460884399272,8,2,Clear,2,0,0,5,120.0
6.172410145844578,3,4,Clear,3,0,0,4,180.0
10.600637690313476,14,2,Rainy,3,0,0,1,210.0
3.357607205110119,21,2,Clear,4,0,0,3,90.0
6.553740738540081,17,5,Rainy,3,0,0,3,280.0
2.5496776133998478,19,5,Clear,2,0,0,5,120.0
5.72503640887616,8,2,Clear,2,0,0,4,150.0
3.9295722135484685,22,5,Clear,3,0,0,5,140.0
2.901836873708142,10,3,Clear,0,0,0,2,80.0
6.014455880344779,9,1,Clear,4,0,0,2,150.0
9.88324289170919,8,1,Clear,1,0,0,5,200.0
3.567539853773791,16,5,Rainy,3,0,0,1,160.0
3.7611989563718597,11,3,Clear,4,0,0,2,100.0
6.6462786179416975,18,1,Rainy,0,0,0,4,150.0
4.107294675867948,17,2,Snowy,3,0,0,4,190.0
7.006959651880256,12,5,Rainy,4,0,0,1,220.0
5.758273948684539,8,4,Clear,2,0,0,2,180.0
4.527051688914818,2,3,Rainy,2,0,0,3,140.0
1.7250343728061033,1,4,Clear,0,0,0,1,80.0
7.272545377463237,15,4,Rainy,4,0,1,1,290.0
5.885513505761411,16,2,Clear,0,0,0,4,100.0
3.304696483257299,3,2,Clear,0,0,0,3,90.0
7.211909421507646,8,5,Foggy,3,0,0,4,260.0
3.030739469222278,14,3,Clear,3,0,0,5,90.0
4.705448909059355,16,1,Rainy,3,0,0,4,120.0
4.467979965287549,19,1,Rainy,4,0,0,2,150.0
4.244581335530996,4,1,Clear,3,0,0,3,100.0
2.192451055121817,12,3,Rainy,2,0,0,3,90.0
4.757577557673424,17,4,Clear,1,0,0,5,160.0
6.903135537782322,6,2,Clear,1,0,0,1,150.0
6.606777595902188,7,3,Clear,4,0,0,5,170.0
6.935557274435812,13,1,Clear,4,0,0,3,140.0
5.392824503227258,7,4,Clear,2,0,0,4,170.0
2.028797845312426,17,4,Clear,2,0,0,3,100.0
3.465552574000117,6,5,Foggy,1,0,0,2,150.0
2.5993921497492867,17,5,Clear,3,0,0,5,110.0
2.992858738353699,9,5,Rainy,2,0,0,3,160.0
2.5899283672525475,12,4,Clear,1,0,0,5,80.0
6.67091992733338,11,5,Clear,0,0,0,4,150.0
7.595460196216587,20,4,Foggy,2,1,0,1,270.0
7.422296322244874,1,4,Clear,1,1,0,5,230.0
5.465263783641542,3,3,Clear,1,0,0,3,120.0
1.890489746718898,13,4,Clear,3,0,0,1,80.0
6.98581975516773,2,3,Clear,2,0,0,3,170.0
4.327006651594657,21,4,Clear,3,0,0,2,130.0
2.631400067042397,14,5,Clear,0,0,0,2,80.0
2.4498116040403044,22,4,Clear,4,0,0,5,120.0
2.809008871183827,9,1,Clear,4,0,0,2,90.0
2.6718377009491525,18,3,Rainy,3,0,0,1,130.0
5.022836107336826,13,2,Rainy,2,0,0,4,120.0
6.351874888831871,5,2,Rainy,3,0,0,4,170.0
5.699909063327061,2,1,Rainy,0,0,0,3,140.0
5.263207443552451,16,5,Clear,0,0,0,4,140.0
14.154340503516371,21,2,Clear,0,0,0,4,230.0
2.383441174710109,19,2,Rainy,3,0,0,5,110.0
4.261698009651936,17,3,Clear,3,0,0,3,130.0
2.0579624554671145,3,4,Rainy,4,0,0,1,120.0
11.286531030864943,0,1,Clear,3,0,0,3,210.0
2.1081514650578956,12,5,Clear,0,0,0,4,80.0
1.3952211635048881,19,1,Snowy,1,0,0,2,90.0
3.8000668812135925,7,1,Rainy,0,0,0,4,110.0
5.459963446005123,2,2,Rainy,2,0,0,4,150.0
5.629959821845727,21,1,Rainy,2,0,0,4,130.0
7.677755555809147,16,2,Clear,3,0,0,2,150.0
8.891229454955154,10,1,Rainy,4,0,0,3,180.0
6.4458412930941105,12,2,Rainy,0,0,0,1,130.0
1.4639004367456439,4,4,Rainy,1,0,0,2,110.0
1.8884064128457845,21,1,Snowy,4,0,0,3,90.0
5.316068968604006,15,2,Rainy,3,0,0,5,140.0
4.351619014927476,5,1,Clear,2,0,0,2,100.0
